id,family
3030,5004
3032,5111
3033,5970
3034,3190
3036,2218
3037,6109
3039,5952
3040,1876
3041,532
3042,370
3044,6140
3045,2642
3046,6087
3047,260
3048,2671
3049,1857
3053,5075
3054,2666
3055,4738
3056,4794
3057,3551
3059,3000
3060,5218
3061,1452
3062,687
3064,6374
3065,5431
3068,1957
3069,3538
3070,1789
3071,561
3073,5966
3074,120
3076,1505
3077,1004
3078,2488
3079,2754
3081,6159
3082,1204
3083,1971
3085,2286
3086,3713
3087,4208
3088,3889
3089,1467
3091,4202
3092,1982
3093,12
3095,4340
3096,3914
3098,5599
3099,4709
3100,3712
3102,3123
3103,2495
3104,55
3107,2277
3108,3357
3110,4245
3113,1902
3114,6239
3116,5873
3117,5829
3118,583
3119,4555
3121,5565
3122,161
3124,1844
3125,5837
3126,246
3127,3700
3128,658
3129,3876
3130,4652
3132,4130
3133,5267
3134,5851
3135,4671
3136,4731
3137,748
3138,1972
3139,1425
3140,512
3141,3375
3143,4725
3144,4891
3145,874
3147,4716
3148,2277
3149,132
3150,4883
3151,5438
3152,4952
3153,4952
3154,4544
3155,4697
3157,713
3161,2648
3162,5213
3165,1210
3166,2112
3167,3954
3168,4874
3169,5174
3170,4934
3171,4292
3173,3058
3174,4911
3176,2773
3177,3189
3178,2802
3179,4896
3181,1527
3183,5457
3185,2277
3186,2021
3187,3744
3188,2755
3189,86
3192,4092
3193,3271
3194,2754
3195,1611
3199,1532
3200,3511
3203,3700
3204,1221
3206,4876
3208,3093
3209,4699
3210,1939
3211,3322
3213,1169
3215,2871
3216,1467
3217,5387
3219,5602
3220,4886
3222,4952
3223,4952
3225,4685
3226,2058
3227,879
3228,5014
3229,3462
3232,2819
3234,1403
3235,2057
3236,641
3237,5699
3238,178
3239,4087
3240,224
3241,342
3243,5998
3244,4302
3245,5025
3246,3128
3248,5469
3250,1265
3251,3880
3252,7
3253,5733
3256,537
3257,1407
3260,1399
3261,5671
3262,1831
3263,5199
3266,4608
3269,5004
3270,1599
3271,2809
3272,1452
3273,2062
3274,4211
3276,5259
3278,5298
3279,6338
3282,1789
3283,4901
3285,2277
3287,4627
3288,485
3289,1445
3291,5887
3294,1897
3296,5295
3298,6072
3299,595
3300,636
3302,722
3303,404
3304,268
3305,3050
3306,1145
3307,5347
3308,5399
3310,3080
3311,902
3312,551
3313,1217
3314,5023
3317,1653
3318,2130
3319,3361
3320,3562
3321,4488
3322,1254
3323,183
3324,3927
3325,4432
3326,3399
3328,4880
3330,1034
3332,5006
3333,4899
3334,2614
3335,1210
3336,2317
3337,5020
3339,4997
3340,3464
3343,2277
3347,1612
3348,5322
3349,1695
3350,88
3351,6365
3352,2371
3353,4363
3354,3776
3355,4203
3356,2301
3358,2427
3359,1271
3360,4160
3361,2046
3362,2104
3363,1502
3365,1707
3366,5960
3367,5138
3369,5716
3370,767
3371,2030
3372,231
3373,5342
3374,5892
3375,1207
3377,6102
3378,3226
3379,6167
3380,1584
3381,1321
3382,3174
3384,815
3385,3032
3386,1214
3387,4214
3388,4436
3389,276
3390,1263
3391,3271
3392,1210
3393,4489
3394,3639
3395,764
3396,415
3400,5870
3402,4464
3403,2277
3404,1647
3406,5084
3408,4102
3409,1110
3411,5779
3412,6163
3414,705
3415,4952
3417,5887
3418,1815
3419,3885
3420,4513
3421,1002
3422,1034
3424,3720
3425,2784
3426,1211
3427,4434
3430,6318
3431,2026
3432,1101
3433,4633
3434,4499
3436,1376
3438,5277
3439,3259
3441,5175
3443,2373
3444,1210
3445,1530
3446,1789
3447,4317
3448,5795
3449,5047
3451,5606
3452,4646
3454,5521
3455,979
3456,4873
3457,3660
3458,5180
3459,2150
3460,3510
3461,3520
3462,5870
3463,1379
3464,404
3466,1614
3467,3519
3468,1276
3469,4495
3470,4704
3471,4808
3472,2954
3473,4095
3475,1412
3477,5643
3478,4233
3479,2996
3480,5497
3483,4740
3485,1210
3488,5185
3489,1560
3490,5276
3491,4339
3492,5674
3493,4599
3494,1993
3496,4319
3497,273
3498,6108
3500,3978
3501,4932
3503,5445
3505,5635
3506,3898
3507,4931
3508,3055
3509,91
3511,5892
3512,1187
3513,314
3515,5337
3517,5728
3519,5008
3522,5366
3523,4995
3524,3987
3526,4865
3527,2971
3529,2779
3530,1417
3531,916
3532,446
3533,1938
3534,1210
3536,200
3537,2414
3539,2277
3540,3424
3541,2021
3542,1458
3543,329
3544,3878
3545,3992
3546,2237
3547,4855
3548,2021
3550,3542
3551,1564
3552,5244
3553,1357
3554,5085
3555,1210
3556,3997
3557,4039
3558,1632
3559,1414
3560,4563
3561,5393
