id,family
3562,3341
3563,1210
3564,2035
3565,894
3566,5802
3567,5174
3568,3522
3569,3685
3570,212
3571,5004
3572,1062
3573,4849
3574,4216
3575,532
3576,989
3577,2166
3578,4838
3579,5217
3580,5060
3581,4350
3582,1784
3584,3997
3585,3075
3586,121
3587,735
3588,3975
3591,4952
3592,4201
3593,2302
3596,4646
3597,4017
3598,717
3600,647
3601,6351
3602,1874
3603,768
3605,3143
3606,4697
3608,6210
3609,2277
3610,3617
3611,3752
3612,5484
3613,3921
3614,347
3615,6096
3616,3699
3618,3744
3619,3550
3620,3963
3623,5873
3624,4556
3625,3867
3627,4120
3629,3193
3630,4610
3631,4501
3632,4810
3633,3197
3634,5314
3636,4775
3638,4672
3639,727
3640,4446
3643,3263
3644,862
3645,4524
3647,455
3648,3240
3649,741
3651,389
3653,1077
3654,1575
3655,6
3657,3992
3658,2014
3659,731
3660,3630
3661,2746
3663,179
3664,3143
3666,4083
3667,2279
3669,2032
3670,3220
3672,3175
3673,931
3674,5988
3675,559
3676,898
3679,6021
3680,925
3683,5216
3684,5654
3687,2687
3689,5632
3690,5747
3691,5658
3693,3992
3695,5045
3696,4189
3698,2390
3700,1195
3701,2878
3705,150
3706,1071
3707,4937
3709,2819
3711,1166
3712,5576
3713,391
3716,3181
3717,3322
3718,2277
3719,1765
3721,5499
3722,3013
3723,2004
3724,5925
3725,4871
3726,5870
3727,4213
3728,2268
3729,3207
3730,4182
3736,1931
3738,5419
3740,3404
3741,766
3743,3026
3744,1789
3745,1943
3746,5109
3747,6384
3750,6165
3751,2011
3752,5766
3753,1783
3754,4845
3755,4531
3761,7
3763,4103
3764,6253
3765,5767
3766,2489
3767,3337
3768,4448
3771,4203
3773,5870
3774,4702
3775,2425
3776,2312
3777,2277
3778,3341
3779,3102
3780,3666
3781,4445
3782,5892
3783,1252
3784,299
3785,4055
3786,5446
3787,4503
3788,5039
3790,3735
3791,397
3792,5084
3794,1722
3795,3945
3796,602
3797,671
3798,2007
3799,2819
3800,6376
3802,341
3803,614
3804,1459
3805,3583
3806,3471
3807,3022
3809,5737
3810,4377
3811,5633
3812,3403
3813,2955
3814,4627
3816,4892
3817,4307
3818,6234
3820,2696
3821,2536
3822,6216
3823,5402
3824,3465
3825,4032
3827,148
3828,2141
3829,6372
3830,2440
3831,3853
3834,3149
3835,2277
3837,2659
3841,3984
3842,482
3843,823
3844,3900
3845,2754
3846,2277
3848,1475
3850,4587
3851,1166
3852,4278
3853,208
3854,2221
3855,112
3858,4775
3860,3241
3861,5446
3862,1027
3863,1967
3864,2305
3865,50
3866,6033
3869,3042
3872,1320
3873,2095
3874,2318
3875,6186
3876,5550
3877,1465
3878,5004
3879,6177
3880,5874
3881,5887
3885,3237
3887,1111
3888,5632
3889,228
3890,601
3891,4464
3892,4948
3894,5390
3895,2858
3896,4952
3897,4697
3898,5834
3899,5673
3902,726
3903,5633
3904,3441
3905,220
3907,4062
3909,5259
3910,735
3913,3542
3915,5751
3916,2039
3917,3291
3918,5259
3919,5956
3920,4758
3922,4547
3924,2286
3925,5062
3926,1104
3927,317
3928,3141
3931,6007
3932,2386
3933,3776
3934,3744
3935,2433
3938,5307
3939,5660
3940,5359
3941,4464
3942,6023
3943,5821
3944,5065
3945,4149
3947,1378
3949,754
3950,1533
3951,3938
3958,2041
3959,641
3960,5823
3961,5632
3962,3869
3963,4199
3964,792
3965,5350
3966,2911
3967,3641
3968,6141
3969,2418
3970,5697
3972,3535
3973,2021
3974,4134
3977,5669
3978,524
3980,2268
3981,452
3983,5679
3984,2125
3985,132
3988,696
3989,2
3990,5008
3991,4945
3993,991
3994,5024
3996,4462
3998,5747
3999,4044
4000,5107
4001,6189
4003,1020
4004,2647
4005,4464
4008,3330
4009,5196
4011,2754
4012,4398
4014,331
4015,4694
4016,3688
4018,5519
4019,6209
4020,4652
4021,3453
4022,3767
4023,3761
4026,5469
4027,2511
4028,5717
4029,2618
4030,1553
4031,4522
4032,4997
4033,2037
4034,643
4035,2120
4036,1941
4038,5609
4040,212
4042,700
4045,1459
4046,5895
4047,3768
4048,5219
4049,4950
4052,5264
4053,3413
4054,5641
4055,5500
4056,6072
4057,1643
4058,4182
4059,5360
4062,4081
4064,1740
4065,2255
4066,2266
4068,3357
4069,2970
4070,179
4073,5014
4075,2277
4077,916
4081,4891
4082,1587
4083,4902
4084,4824
4086,1602
4089,5394
4091,2792
4092,355
4095,2987
4096,1563
4097,496
4098,984
4099,1738
4100,1505
4101,5079
4103,5156
4105,1419
4106,378
4107,2125
4108,5408
4109,3345
4111,721
4114,554
4120,3173
4121,5702
4122,4100
4123,517
4125,2735
4126,6310
4127,5199
4128,4147
4129,5416
4130,5820
4131,6129
4132,3729
4133,6064
4135,4759
4137,5405
4138,177
4139,3898
4141,5635
4142,5216
4144,6067
4145,2577
4146,3860
4147,3992
4148,5386
4149,1252
4150,5523
4152,5701
4154,2277
4155,2703
4156,391
4157,4503
4158,4178
4159,3484
4160,1587
4161,2375
4162,4393
4163,5272
4164,28
4165,4952
4166,5987
4167,3972
4168,6004
4170,2404
4171,4608
4172,4718
4173,357
4174,2277
4175,5126
4176,5812
4177,6036
4178,2540
4179,3191
4180,226
4181,2243
4185,3698
4186,4980
4187,3961
4188,2094
4190,3217
4191,3004
4192,6222
4193,5976
4194,5259
4196,754
4199,1550
4201,5633
4202,5004
4205,747
4207,6103
4208,3168
4209,4693
4211,1330
4212,4662
4217,3929
4219,1532
4221,117
4223,1979
4225,5381
4226,1522
4229,1819
4230,2927
4231,3185
4232,2004
4233,1057
4234,903
4235,3906
4238,5651
4239,4000
4243,1252
4244,2277
4245,4031
4248,5243
4250,1252
4251,2811
4255,2315
4256,4997
4257,3375
4259,160
4260,3189
4263,2641
4264,1789
4265,71
4267,2935
4271,1558
4272,4453
4273,5526
4274,702
4275,4983
4276,5702
4277,4098
4278,1505
4279,5424
4280,4952
4282,4464
4283,5708
4284,6020
4285,6226
4286,1771
4288,4725
4289,156
4290,5099
4291,3991
4293,2682
4296,3007
4297,2532
4298,280
4299,6006
4300,6200
4301,3992
4304,4205
4306,372
4307,2363
4309,3707
4310,1227
4312,4203
4315,4342
4316,5895
4317,1140
4319,3562
4323,3674
4324,4323
4325,1121
4326,6176
4327,3944
4330,569
4331,4574
4332,871
4333,303
4334,6175
4335,1874
4336,3778
4337,343
4338,4210
4339,5420
4340,137
4341,2487
4342,752
4343,4215
4344,4222
4345,4020
4346,6247
4347,4724
4348,3200
4349,666
4350,5469
4354,5402
4355,669
4356,5004
4357,2021
4359,1657
4360,6353
4362,1864
4363,4083
4365,4677
4366,6057
4367,2239
4368,261
4369,4246
4371,6141
4372,6241
4373,3190
4374,4462
4375,5342
4376,1589
4377,2277
4378,2789
4379,1989
4381,3329
4382,5930
4384,4869
4385,3575
4386,5433
4387,1248
4388,2694
4391,2072
4392,1210
4395,2720
4397,3569
4398,2277
4399,14
4401,1210
4402,1808
4403,4753
4405,2263
4407,3265
4408,4035
4410,3156
4411,354
4413,2261
4414,4829
4416,2991
4417,5579
4418,2790
4419,3936
4420,367
4421,1210
4422,92
4424,5200
4425,4078
4427,5254
4428,4593
4429,875
4430,1210
4431,4252
4432,5957
4433,391
4434,649
4437,4085
4438,767
4440,1271
4441,3871
4442,4360
4443,4708
4445,3316
4446,980
4447,3469
4450,1200
4451,26
4452,4943
4453,1002
4456,5082
4457,2987
4458,6111
4460,424
4462,3315
4463,5967
4465,4954
4467,2888
4468,4564
4471,4177
4476,7
4477,4207
4479,4010
4480,1332
4482,4206
4483,3644
4484,5688
4487,5930
4490,2004
4491,1713
4494,872
4495,1236
4496,4642
4498,3131
4499,2489
4501,4724
4504,2135
4505,1795
4506,3371
4507,3043
4508,1774
4509,2213
4512,2771
4513,1770
4515,3930
4517,6149
4518,2039
4519,1080
4520,2097
4521,1767
4523,2735
4525,2574
4526,4831
4527,1210
4528,1999
4529,3490
4532,5369
4534,1587
4535,14
4536,1252
4537,365
4540,6077
4541,4912
4542,3533
4543,2041
4544,1301
4545,3761
4546,5609
4547,5446
4548,1519
4552,370
4555,3582
4556,3117
4558,2153
4559,3328
4560,4999
4563,5391
4564,5044
4565,1210
4566,4952
4567,4431
4568,5892
4569,2815
4573,4005
4575,2934
4577,4114
4578,398
4582,1148
4584,6148
4586,5414
4587,5804
4588,5358
4589,3918
4590,950
4591,3375
4592,4618
4593,261
4594,179
4595,268
4597,4580
4598,3331
4599,1654
4600,3408
4601,1789
4602,3611
4603,5004
4604,3719
4606,2958
4607,4418
4608,3562
4609,5356
4612,5772
4614,268
4615,4954
4619,5047
4620,4651
4621,3747
4622,2681
4624,950
4625,3625
4626,5972
4627,6028
4628,3013
4629,1920
4630,2089
4631,4517
4633,5143
4634,2332
4636,3098
4637,4540
4638,992
4639,4912
4640,1923
4641,191
4642,3485
4643,4375
4645,4067
4646,2076
4648,2277
4650,5892
4651,1210
4652,450
4653,3292
4654,4936
4656,3150
4657,3303
4658,3992
4659,5332
4660,1210
4662,3358
4665,4185
4667,5365
4668,3779
4672,4900
4674,4563
4676,31
4677,3902
4680,3803
4681,4475
4683,2674
4684,6184
4685,3212
4686,5496
4687,1088
4688,5795
4690,5046
4691,4981
4692,677
4693,5877
4694,885
4695,212
4696,1660
4698,237
4699,4990
4700,3864
4701,5021
4702,4224
4703,4271
4704,0
4705,5571
4707,4060
4708,5762
4709,1642
4710,1355
4711,1679
4713,5162
4715,2835
4716,2254
4717,5348
4718,6262
4719,1054
4720,3376
4721,5469
4722,3113
4723,2465
4724,4467
4725,15
4726,6313
4727,370
4728,4476
4729,1406
4730,5826
4731,708
4732,4570
4733,2277
4735,2277
4737,5436
4738,5633
4740,1185
4741,1210
4742,3116
4743,3669
4745,2027
4748,564
4750,1160
4751,2021
4754,3686
4755,263
4756,5948
4757,3744
4758,4083
4759,875
4760,1822
4761,1007
4764,5004
4765,3346
4766,1758
4767,5633
4768,5026
4769,2401
4770,2071
4771,2678
4774,5772
4776,429
4777,5633
4778,596
4780,4164
4784,2499
4786,5224
4788,5725
4792,2856
4793,568
4794,2873
4795,1884
4796,1242
4799,1679
4800,779
4801,6197
4803,1900
4804,3391
4805,2985
4808,680
4810,2021
4811,6239
4813,4374
4817,5094
4819,5795
4820,6162
4821,1686
4822,4698
4825,769
4828,5004
4829,2277
4830,4236
4831,5469
4834,5398
4835,421
4836,3303
4837,1032
4838,2848
4839,936
4840,1248
4841,4323
4843,1482
4844,4079
4845,915
4846,1259
4848,1880
4849,4341
4850,235
4851,4503
4853,3421
4854,2365
4855,4399
4856,3274
4857,4242
4858,4952
4859,5673
4860,4861
4862,5004
4863,6051
4864,5892
4866,5752
4868,2687
4869,4891
4870,3850
4871,4038
4872,964
4873,827
4874,5004
4875,5095
4877,1013
4878,66
4879,5428
4880,6129
4883,3814
4884,4245
4886,1378
4887,738
4888,1132
4894,3799
4896,6024
4897,2097
4898,5275
4899,1427
4900,1210
4901,4136
4902,5534
4903,5004
4905,3681
4906,3635
4907,379
4908,4892
4909,4291
4910,6260
4911,4813
4912,1623
4913,1348
4915,1672
4916,389
4917,1944
4918,6072
4919,4405
4920,812
4921,5908
4922,2202
4923,5004
4924,932
4926,3290
4927,1749
4928,6044
4929,1210
4930,4432
4931,4323
4932,2095
4933,3041
4934,2277
4937,1135
4938,6286
4939,5062
4940,3502
4941,6001
4943,4568
4944,4875
4945,479
4949,5612
4950,645
4951,449
4952,874
4953,1353
4955,3913
4956,5004
4957,3115
4958,119
4959,4010
4960,5219
4961,4875
4963,706
4964,3305
4965,2168
4967,2754
4970,5691
4971,2277
4972,1252
4974,3613
4975,1210
4976,3589
4979,841
4982,6020
4983,2487
4984,5777
4985,269
4987,5285
4988,4614
4989,5632
4990,3707
4992,5915
4993,1111
4996,972
4998,2966
4999,2884
5001,5399
5002,86
5004,570
5005,5870
5006,2869
5007,2524
5008,5075
5009,4246
5010,5145
5011,5311
5012,2598
5013,2107
5015,3382
5016,1271
5017,2919
5018,2277
5019,4686
5020,168
5021,2104
5023,2846
5024,2764
5025,2490
5026,1789
5028,4494
5029,954
5030,1616
5031,3652
5032,755
5033,2017
5035,6243
5036,815
5038,498
5039,4499
5042,5301
5043,689
5045,2052
5046,5276
5047,3542
5048,6230
5049,2277
5050,5216
5051,4323
5053,1280
5054,2368
5056,1596
5057,4883
5058,2131
5059,4774
5060,2987
5064,6351
5065,44
5066,4039
5067,2790
5068,5208
5072,5614
5073,927
5076,2789
5077,6319
5079,2277
5080,1931
5082,4936
5083,4214
5084,212
5086,4375
5087,4942
5088,4204
5089,356
5090,244
5093,4449
5094,5464
5096,724
5097,2981
5098,5573
5099,3592
5100,3496
5101,2246
5102,4790
5103,3694
5105,3502
5106,3995
5107,159
5108,1760
5109,2442
5110,306
5111,2021
5112,4891
5113,521
5114,1812
5115,3634
5116,5189
5118,4707
5119,3117
5120,1534
5121,4089
5122,3916
5123,2016
5124,4464
5125,5228
5126,3244
5127,4133
5130,6297
5131,3997
5132,4054
5133,1210
5134,2356
5135,4257
5136,1334
5137,4327
5140,796
5141,382
5143,4718
5144,2639
5145,3410
5146,2412
5147,2277
5148,2661
5149,1446
5150,5718
5152,2766
5153,5047
5154,1847
5155,4337
5156,5004
5158,4997
5160,6216
5161,5073
5162,5323
5166,3221
5167,3064
5168,374
5169,2613
5170,4545
5171,682
5172,4457
5175,2043
5177,4045
5178,5084
5179,1162
5180,3617
5182,2277
5183,3598
5184,1258
5186,986
5187,1438
5190,5469
5191,2188
5192,3282
5193,2295
5194,398
5195,5330
5196,133
5198,1914
5199,4664
5200,268
5204,1911
5205,6028
5206,1034
5207,2567
5208,205
5209,730
5211,5015
5213,5589
5214,179
5215,5867
5216,3798
5217,872
5219,4241
5220,1984
5221,5798
5223,2266
5226,4952
5227,2068
5228,2487
5229,822
5230,6075
5231,412
5232,1276
5236,2174
5237,3465
5240,1211
5241,5257
5242,4948
5243,3174
5244,1408
5245,2235
5246,2795
5248,2875
5250,5216
5252,1622
5253,2279
5254,5892
5255,318
5256,4694
5257,1296
5258,4546
5259,1082
5262,2095
5265,4891
5266,4203
5267,533
5269,6334
5271,1222
5272,1323
5273,2295
5275,411
5276,4981
5277,3683
5278,5632
5280,2958
5283,3222
5284,2887
5285,4574
5286,4346
5291,4891
5293,2405
5295,1740
5297,4781
5298,3119
5299,2573
5300,2129
5301,4971
5302,3918
5303,2657
5304,3136
5305,1166
5307,4241
5308,862
5309,3964
5310,4300
5311,4440
5312,3744
5313,3195
5314,3131
5316,3004
5317,3351
5318,97
5319,1962
5320,798
5322,5307
5323,2759
5324,5033
5327,5755
5328,2537
5329,3686
5330,250
5331,1575
5332,3170
5334,1382
5335,4559
5338,4228
5340,4385
5341,2644
5345,4035
5346,5460
5347,6203
5348,632
5349,5003
5350,25
5352,1781
5354,6085
5355,234
5356,4263
5357,1252
5358,1368
5362,5370
5363,261
5366,3136
5368,3601
5370,1839
5371,3019
5372,278
5373,5887
5375,5442
5376,1646
5377,595
5378,1341
5379,2122
5380,1100
5381,2105
5382,5789
5383,4586
5384,2271
5387,3992
5388,5216
5393,577
5395,5408
5396,4929
5397,2178
5398,5601
5400,4030
5401,3744
5403,400
5404,3291
5406,2520
5408,1333
5409,1614
5411,3923
5412,510
5414,4084
5416,4935
5417,3919
5419,2987
5421,3628
5422,6012
5423,4110
5424,3406
5425,4791
5427,4627
5428,2726
5430,3603
5431,4280
5432,4952
5435,4555
5436,1635
5438,2277
5441,212
5442,2018
5443,1210
5444,4122
5446,5250
5448,4969
5450,1401
5451,5123
5452,4754
5453,6288
5454,2539
5455,2743
5457,2975
5459,5695
5460,1065
5461,2591
5462,2324
5464,202
5465,3434
5467,6111
5468,4385
5469,395
5470,3875
5472,9
5473,4687
5476,1082
5477,1276
5478,2069
5479,6096
5481,5326
5483,41
5485,5272
5486,6336
5490,3661
5491,1700
5492,2097
5493,3971
5494,5466
5495,1285
5496,6014
5497,6004
5499,3011
5500,4589
5503,4291
5505,1276
5506,4446
5507,1460
5508,4464
5509,1969
5510,2192
5511,1695
5512,3873
5515,1234
5517,4976
5518,4853
5519,4278
5521,5384
5522,5383
5523,3700
5524,3780
5525,2306
5526,3379
5527,947
5530,3669
5532,2359
5533,3108
5534,3487
5535,4718
5537,5116
5538,1439
5539,5004
5540,5366
5542,4068
5544,2543
5545,4799
5546,4323
5547,4880
5548,2533
5549,3438
5550,6148
5551,4220
5552,977
5553,2070
5558,643
5559,1062
5560,6085
5561,2609
5562,6010
5563,2277
5564,2765
5565,528
5567,839
5568,3276
5569,4020
5570,5762
5571,4563
5572,6146
5575,4952
5576,633
5577,3375
5578,5004
5580,5084
5581,4182
5582,2283
5583,4157
5584,1396
5585,250
5586,4750
5587,578
5588,4235
5590,3654
5591,4815
5592,851
5595,2855
5596,6058
5598,2844
5600,4942
5601,117
5602,4306
5603,5366
5604,1068
5605,1896
5606,1305
5607,436
5608,1364
5609,4182
5610,5474
5611,4962
5612,2571
5613,5870
5614,4948
5615,1681
5618,4246
5620,3832
5621,1857
5622,3097
5624,3756
5625,1144
5627,2292
5629,2209
5630,1801
5631,3696
5632,2453
5633,4246
5634,3841
5635,5764
5636,2749
5637,3992
5638,3259
5639,3048
5640,5392
5643,5457
5645,1737
5646,4543
5647,4223
5650,2277
5651,715
5653,4858
5654,3194
5655,3871
5656,3045
5657,4718
5658,4952
5659,2814
5660,2458
5661,175
5662,2709
5663,1882
5664,3062
5666,1190
5667,4638
5668,1875
5670,2277
5672,4497
5674,403
5675,3710
5676,3720
5678,4274
5680,3674
5682,1734
5683,3478
5684,950
5685,4217
5686,5243
5687,2448
5688,4969
5689,4809
5691,1653
5692,4023
5693,2277
5694,698
5695,4546
5696,4492
5697,5706
5699,1997
5701,4698
5702,3625
5704,2487
5706,1470
5707,5394
5708,4565
5709,4847
5710,593
5712,4152
5713,2694
5714,2095
5715,2123
5716,380
5717,6340
5719,2257
5720,2021
5721,4718
5723,342
5724,1084
5725,1539
5727,5846
5728,5331
5730,5887
5731,2428
5733,3577
5734,2998
5735,320
5737,3245
5738,6232
5739,5366
5740,2712
5741,3992
5743,4831
5744,1719
5746,2277
5747,2427
5750,4926
5751,5111
5752,2895
5753,571
5754,5788
5755,5750
5756,672
5757,5819
5758,3973
5760,4016
5762,4501
5763,5388
5764,994
5765,3607
5766,5004
5769,326
5771,3861
5772,5632
5774,1528
5775,5999
5776,5536
5777,2866
5778,2578
5779,2198
5780,3744
5782,5469
5783,1278
5784,85
5785,4133
5786,4796
5787,6360
5788,4035
5792,4952
5794,5966
5795,5191
5796,4988
5801,3919
5802,661
5803,3974
5804,2456
5805,4710
5806,1546
5807,873
5808,1691
5810,726
5811,2023
5813,2445
5814,3137
5815,3062
5816,2613
5818,629
5819,1450
5820,4629
5821,3159
5822,1994
5823,1010
5824,5800
5825,3453
5828,4185
5831,72
5832,3377
5835,2021
5836,1046
5837,4223
5838,3061
5840,2771
5842,5797
5843,5980
5844,3847
5845,1048
5846,2450
5847,251
5849,6356
5850,2478
5852,204
5853,1106
5854,5116
5857,2952
5858,2277
5859,550
5860,1477
5861,6291
5862,2483
5863,5632
5864,2314
5866,4053
5867,2021
5870,4455
5872,3143
5875,5115
5876,960
5877,3592
5878,6233
5880,5612
5881,150
5882,5873
5883,5297
5884,897
5885,2225
5887,2095
5890,4698
5891,328
5893,3984
5894,4012
5895,5936
5897,2650
5898,5520
5899,887
5902,2606
5903,3389
5904,3570
5906,1752
5907,4646
5910,4993
5911,2986
5912,2274
5913,2130
5915,2873
5917,5289
5920,5366
5921,3344
5923,4413
5924,5992
5925,2961
5926,204
5927,6239
5928,5020
5930,2044
5933,212
5934,1574
5935,5574
5936,2106
5938,130
5939,2418
5941,2629
5942,543
5943,725
5944,2112
5945,1136
5946,3428
5947,4375
5948,624
5949,4891
5951,4049
5953,4738
5954,2629
5956,1867
5957,5593
5958,4468
5959,2614
5960,2564
5961,1166
5962,2544
5963,2340
5964,4232
5965,2767
5966,3636
5967,1061
5968,4920
5970,4041
5971,6379
5972,4288
5974,2800
5975,4665
5977,5760
5979,6220
5980,2144
5982,1851
5985,899
5986,3418
5987,3014
5989,4942
5990,1020
5991,2520
5993,4035
5994,1387
5995,3893
5997,1789
5999,1118
6000,3180
6001,2987
6002,5037
6004,3713
6005,2287
6007,2021
6008,3558
6010,1789
6011,1228
6012,2021
6013,1029
6014,950
6016,2277
6017,5793
6018,4863
6021,5237
6022,4480
6023,4829
6024,2931
6025,826
6029,884
6030,612
6032,4256
6034,1264
6035,1502
6036,2584
6037,2298
6039,824
6040,3884
6043,1805
6044,3829
6045,447
6046,623
6047,1318
6049,3895
6050,314
6051,3042
6053,3916
6054,2975
6055,167
6056,1785
6057,5924
6058,2677
6059,5757
6060,3502
6062,2487
6063,1226
6064,1018
6065,6230
6067,3897
6068,5562
6069,3225
6070,1826
6071,5702
6072,2021
6073,1122
6076,5272
6077,231
6080,4291
6081,3001
6082,5876
6083,5379
6084,1733
6085,1979
6086,4834
6089,5004
6091,3893
6092,3109
6093,4800
6094,160
6095,3776
6097,6139
6098,2686
6101,5032
6102,3428
6103,3396
6104,2729
6106,5569
6107,428
6108,5446
6110,3174
6112,2642
6113,2413
6114,3290
6116,2385
6117,4799
6118,6337
6119,4706
6121,3593
6122,3044
6123,447
6125,3188
6126,5349
6127,1206
6129,2700
6130,6006
6131,2418
6132,960
6133,2648
6134,5829
6135,1409
6138,2855
6140,4778
6141,1529
6142,4165
6145,3304
6146,5823
6147,455
6149,3744
6150,2095
6151,3034
6153,5619
6154,5651
6155,1952
6156,57
6157,5366
6160,5067
6162,475
6163,2704
6164,2767
6165,1210
6166,3664
6167,5920
6168,978
6172,4185
6173,4697
6174,2242
6175,6243
6176,1487
6177,464
6184,1210
6185,1468
6186,1677
6187,1315
6188,3276
6189,767
6192,6020
6194,984
6195,2507
6196,3891
6197,3167
6198,5892
6200,3382
6201,953
6203,3018
6208,449
6209,4503
6210,5307
6212,3375
6214,2277
6216,1077
6217,1229
6219,3581
6222,4703
6223,798
6226,2277
6227,660
6228,4872
6229,3745
6231,2872
6232,3744
6233,6087
6234,3484
6236,2961
6238,0
6239,915
6240,4660
6241,135
6242,5297
6243,2123
6245,2277
6248,5047
6251,2277
6252,4477
6253,2001
6255,5765
6256,6209
6257,3972
6258,5406
6259,5053
6260,67
6263,5292
6264,3458
6265,6155
6266,2262
6268,5209
6269,4305
6270,2069
6271,3598
6272,681
6273,375
6274,420
6275,2572
6276,6386
6278,1376
6281,1782
6283,4858
6287,2971
6290,1210
6291,1399
6293,1038
6294,2227
6295,6383
6296,1575
6297,1609
6298,3517
6299,5651
6302,3188
6304,5401
6305,3153
6308,6187
6309,6183
6310,2095
6311,260
6313,48
6315,3470
6316,3676
6320,3196
6321,5962
6322,568
6323,3126
6325,4461
6326,5318
6327,2925
6328,3302
6330,1284
6331,5810
6333,4010
6334,5700
6336,2873
6337,3273
6338,2115
6339,4656
6341,2968
6342,402
6343,3513
6344,3898
6345,5116
6347,3120
6348,891
6349,2021
6350,1209
6351,4250
6352,2160
6353,906
6354,3418
6355,697
6358,5418
6359,391
6361,5529
6362,3155
6363,1131
6364,694
6365,4384
6366,5998
6367,2323
6368,5815
6369,4485
6370,3531
6371,726
6372,6239
6373,3436
6375,4745
6376,1631
6381,511
6382,4059
6383,3835
6388,1243
6389,2652
6390,1874
6392,3659
6393,1679
6394,4246
6395,3783
6397,5079
6399,1841
6400,2445
6401,4951
6403,1594
6405,1137
6406,1502
6407,705
6408,4258
6411,3551
6412,3465
6414,2021
6415,2460
6416,2277
6418,1941
6419,3943
6420,4274
6422,5472
6423,3851
6424,687
6428,5689
6429,2882
6430,3036
6435,6081
6436,5239
6437,5455
6438,491
6442,4852
6443,5335
6444,480
6445,5650
6446,4891
6447,135
6448,5212
6450,1769
6451,2338
6452,2403
6456,4905
6457,6239
6458,2843
6459,34
6460,6209
6462,5680
6463,3273
6464,2000
6465,2977
6466,3668
6467,1408
6468,5084
6469,2790
6473,5194
6474,3477
6476,1421
6477,66
6478,5469
6479,2739
6480,105
6481,1210
6482,257
6483,3133
6484,5783
6485,366
6486,366
6488,4646
6489,4193
6490,160
6491,3350
6492,2924
6493,1210
6494,2028
6495,4502
6498,6051
6500,4223
6501,1537
6505,1123
6507,2356
6510,2277
6513,3951
6514,1210
6515,5094
6517,6313
6518,1402
6519,2373
6521,1478
6522,5365
6524,5952
6525,241
6527,1620
6529,4952
6530,4274
6531,2445
6533,5892
6535,4799
6536,1064
6539,120
6541,5020
6542,4740
6544,2531
6545,1572
6546,5683
6549,5880
6550,1831
6551,4912
6552,879
6553,5622
6554,1289
6555,4709
6558,3320
6559,2113
6560,1173
6561,4010
6563,4477
6566,478
6567,5993
6568,2027
6569,4437
6570,3992
6571,4198
6573,987
6574,5886
6576,3036
6578,562
6579,4384
6580,5873
6581,4011
6582,2150
6583,1588
6584,5346
6585,3965
6586,2628
6587,4227
6589,4182
6592,2394
6594,3609
6596,4671
6597,4243
6602,1430
6604,3124
6607,4831
6608,4213
6609,1529
6611,4143
6612,3802
6613,4649
6615,4331
6616,3920
6619,5903
6620,5770
6623,5014
6624,4600
6625,4310
6626,3112
6627,2560
6628,1836
6629,2277
6632,60
6636,42
6639,2277
6640,56
6641,5412
6643,4829
6644,2827
6645,3263
6646,609
6648,5008
6649,1564
6653,1622
6655,5674
6657,3485
6658,1218
6660,1534
6661,2385
6663,4709
6666,2862
6667,2683
6668,5498
6669,3086
6670,3618
6671,3529
6673,4066
6674,4021
6675,5056
6677,3899
6678,1349
6679,5321
6680,2657
6683,3422
6685,3617
6686,5663
6689,2166
6690,3148
6691,5880
6693,1256
6694,4191
6696,5489
6697,4885
6699,6233
6700,1266
6701,3970
6703,2782
6705,864
6706,4319
6707,683
6710,2194
6712,970
6715,3649
6716,4521
6717,2974
6718,904
6719,1489
6720,128
6721,5953
6723,1941
6724,1587
6726,3051
6727,5912
6729,6107
6730,1509
6731,6148
6735,5116
6736,3785
6737,5207
6738,4119
6739,234
6740,2021
6742,179
6743,2021
6744,3140
6745,5509
6746,4503
6747,2053
6748,5276
6749,4464
6750,2993
6751,2959
6752,4891
6753,2277
6754,2608
6755,826
6756,2544
6757,3912
6758,615
6762,3164
6763,3354
6764,2135
6765,2614
6767,5057
6769,4891
6770,4214
6771,1458
6774,1248
6776,3776
6777,2505
6778,3329
6779,4803
6780,187
6781,1532
6782,4952
6783,5243
6786,5094
6787,5709
6788,1210
6789,4692
6791,2820
6792,4789
6794,4616
6795,1646
6797,6167
6798,18
6799,3451
6800,6239
6801,1195
6802,179
6803,4948
6805,3637
6806,2415
6807,1934
6809,1259
6813,844
6814,4901
6815,5229
6816,5632
6817,4214
6820,6208
6822,1310
6825,3362
6826,1219
6827,1213
6828,4265
6830,2629
6831,2483
6832,602
6833,2749
6834,4196
6835,512
6836,3090
6837,1463
6838,3035
6839,4375
6841,6111
6842,5261
6843,5366
6844,3980
6845,5336
6846,2028
6847,2282
6848,5259
6849,467
6850,3906
6851,4646
6853,4286
6854,1801
6855,405
6856,3409
6857,5823
6859,2962
6860,4861
6863,3375
6864,351
6865,3544
6866,3992
6869,3598
6871,4301
6873,5366
6876,3281
6877,4715
6879,6242
6880,2277
6883,154
6886,2708
6887,6282
6888,324
6889,1990
6891,1394
6892,4973
6894,3140
6896,5715
6899,2060
6900,5777
6901,5047
6902,2286
6903,4550
6904,3927
6906,826
6907,4646
6908,1153
6910,3646
6911,4936
6914,179
6916,3060
6917,4073
6918,3776
6919,3788
6920,2429
6921,4135
6922,4890
6924,4144
6925,4928
6926,400
6927,4948
6928,5859
6929,5751
6933,4225
6934,6111
6935,3197
6936,4779
6938,2277
6939,5873
6940,728
6941,779
6942,4223
6947,4601
6948,3143
6949,3013
